Time (s),Temp (C),Degree of Cure,Cure Rate
640.02,90.2159,0.583424123,0.001562038
641.022,90.2152,0.584970671,0.001559051
642.018,90.215,0.586505759,0.001556821
643.02,90.2145,0.588047454,0.00155416
644.022,90.2144,0.58958651,0.001551499
645.018,90.2141,0.591113681,0.001548792
646.02,90.2139,0.592647536,0.001546256
647.022,90.214,0.594178809,0.001543653
648.018,90.2134,0.595698,0.001540699
649.02,90.2134,0.597223813,0.001538149
650.022,90.2134,0.598746773,0.001535273
651.018,90.2129,0.600257809,0.001532429
652.02,90.2128,0.601775497,0.001529957
653.022,90.2124,0.60328991,0.001526657
654.018,90.212,0.604791764,0.001523116
655.02,90.2116,0.606299973,0.001520403
656.022,90.2114,0.607804786,0.001516979
657.018,90.2111,0.609297328,0.001513673
658.02,90.2111,0.6107958,0.001510588
659.022,90.211,0.612291323,0.001507614
660.018,90.2106,0.613775254,0.00150494
661.02,90.2102,0.615264805,0.001501594
662.022,90.2102,0.61675076,0.001497968
663.018,90.2096,0.618224549,0.001494655
664.02,90.2098,0.619704144,0.001491557
665.022,90.2098,0.621180336,0.001488127
666.018,90.2093,0.622644633,0.001485029
667.02,90.2091,0.624114498,0.001481748
668.022,90.2085,0.625580798,0.001478155
669.018,90.2079,0.627035398,0.001475194
670.02,90.2081,0.628495455,0.001471861
671.022,90.2077,0.629950977,0.001467289
672.018,90.2076,0.631395107,0.001464576
673.02,90.2068,0.632844205,0.001460813
674.022,90.2069,0.634289466,0.001456946
675.018,90.2063,0.63572224,0.001453059
676.02,90.2063,0.637159841,0.001449224
677.022,90.2061,0.63859338,0.001445128
678.018,90.2058,0.640014804,0.001441548
679.02,90.2054,0.641441374,0.001438104
680.022,90.2054,0.642862821,0.001432939
681.018,90.205,0.644272579,0.001429717
682.02,90.205,0.645686108,0.001424956
683.022,90.2048,0.64709567,0.001420958
684.018,90.2043,0.648492689,0.001416798
685.02,90.204,0.649894947,0.001413595
686.022,90.2034,0.651293388,0.001409747
687.018,90.2035,0.652679893,0.001406134
688.02,90.2026,0.654070435,0.001401784
689.022,90.2031,0.655457451,0.00139823
690.018,90.2025,0.656831493,0.001393495
691.02,90.202,0.658209717,0.001389367
692.022,90.2019,0.65958338,0.001384769
693.018,90.2016,0.660944876,0.001380771
694.02,90.2012,0.662310025,0.001376186
695.022,90.2008,0.663671461,0.001372443
696.018,90.2011,0.665020043,0.001367675
697.02,90.2003,0.666372376,0.001363266
698.022,90.1999,0.667719961,0.001358479
699.018,90.1997,0.669055077,0.001354019
700.02,90.1993,0.670392951,0.00134869
701.022,90.1989,0.671727208,0.001345045
702.018,90.1987,0.673048389,0.001339886
703.02,90.1981,0.674372748,0.001335066
704.022,90.1981,0.675692979,0.001330905
705.018,90.1975,0.677000334,0.001325864
706.02,90.1971,0.678310602,0.001320862
707.022,90.1968,0.679616232,0.001316186
708.018,90.1963,0.680909285,0.001311359
709.02,90.1962,0.682205709,0.001306905
710.022,90.1959,0.683496834,0.001301564
711.018,90.1954,0.684775797,0.00129707
712.02,90.1954,0.686057211,0.001291774
713.022,90.1951,0.687333501,0.001286609
714.018,90.1948,0.688598047,0.001282448
715.02,90.1943,0.689865047,0.001277244
716.022,90.1936,0.691125908,0.001271055
717.018,90.193,0.692374877,0.001266652
718.02,90.1929,0.693626105,0.001261344
719.022,90.1924,0.694871937,0.001255904
720.018,90.1921,0.696105229,0.001250752
721.02,90.1918,0.697340729,0.001245489
722.022,90.1915,0.698571131,0.00124035
723.018,90.1917,0.699788815,0.001234924
724.02,90.1907,0.701008323,0.001229367
725.022,90.1903,0.702223975,0.00122548
726.018,90.1898,0.703425666,0.001218704
727.02,90.1895,0.70462911,0.001213173
728.022,90.1891,0.705827656,0.001208236
729.018,90.1885,0.707014177,0.001203319
730.02,90.1885,0.708203368,0.001198806
731.022,90.188,0.709385437,0.001191625
732.018,90.1872,0.710555385,0.001186512
733.02,90.1874,0.711727465,0.001181556
734.022,90.1868,0.712893256,0.001175217
735.018,90.1864,0.714047134,0.001170214
736.02,90.1856,0.715202561,0.001164769
737.022,90.1852,0.716352807,0.001159545
738.018,90.1851,0.717491309,0.001154621
739.02,90.1847,0.718631105,0.001149012
740.022,90.1842,0.719766399,0.001144473
741.018,90.1841,0.720890008,0.001139516
742.02,90.1834,0.722014226,0.001133307
743.022,90.1828,0.723134058,0.001128886
744.018,90.1825,0.72424132,0.001122938
745.02,90.182,0.725349772,0.001117414
746.022,90.1813,0.726452847,0.001111994
747.018,90.1811,0.727544701,0.001107311
748.02,90.181,0.728637322,0.001101455
749.022,90.1805,0.729725143,0.001096616
750.018,90.1801,0.730801125,0.001091216
751.02,90.1799,0.731878685,0.001086272
752.022,90.1791,0.732950481,0.001080461
753.018,90.1789,0.734010971,0.001075505
754.02,90.1782,0.735072914,0.001070528
755.022,90.1779,0.736130878,0.001066517
756.018,90.1781,0.737176205,0.001060126
757.02,90.1774,0.738221734,0.001053983
758.022,90.1769,0.739263531,0.001050219
759.018,90.1769,0.740293295,0.001044343
760.02,90.1762,0.741324728,0.001039772
761.022,90.1755,0.742350843,0.001034411
762.018,90.175,0.743366125,0.001029656
763.02,90.1744,0.744383007,0.001025104
764.022,90.1745,0.745394734,0.001019906
765.018,90.1738,0.74639536,0.001014793
766.02,90.1735,0.74739779,0.001010534
767.022,90.173,0.748394656,0.001004925
768.018,90.1727,0.749380389,0.000999688
769.02,90.1722,0.75036768,0.000995273
770.022,90.1717,0.751349892,0.000990154
771.018,90.1714,0.752321593,0.000985458
772.02,90.1705,0.75329361,0.000979875
773.022,90.1703,0.754261272,0.000975486
774.018,90.1703,0.755218273,0.000970549
775.02,90.1696,0.756175571,0.000965038
776.022,90.1695,0.757127733,0.00095986
777.018,90.1691,0.758069486,0.000955086
778.02,90.1689,0.759012816,0.000950957
779.022,90.1685,0.759951263,0.000946033
780.018,90.1682,0.760879446,0.000941325
781.02,90.168,0.761808266,0.000936329
782.022,90.1676,0.762732816,0.000932025
783.018,90.1671,0.763646215,0.000926331
784.02,90.1663,0.764560938,0.000922118
785.022,90.1657,0.765471501,0.000917924
786.018,90.1658,0.766371576,0.000912818
787.02,90.1651,0.767272829,0.00090854
788.022,90.1647,0.768169799,0.000904222
789.018,90.1645,0.769057193,0.000899957
790.02,90.1643,0.769945559,0.000895548
791.022,90.1637,0.77082882,0.000890402
792.018,90.1633,0.771702175,0.00088572
793.02,90.1631,0.772576198,0.000881089
794.022,90.1627,0.77344621,0.000877046
795.018,90.1623,0.774306607,0.000872578
796.02,90.1622,0.775166837,0.000867185
797.022,90.162,0.77602358,0.00086367
798.018,90.1614,0.776870768,0.000859183
799.02,90.1606,0.777719159,0.00085525
800.022,90.1609,0.778562503,0.000850163
801.018,90.1606,0.779396412,0.000845715
802.02,90.1597,0.780230945,0.00084128
803.022,90.1599,0.781061215,0.000836982
804.018,90.1594,0.781882706,0.000833121
805.02,90.1591,0.782705452,0.000829397
806.022,90.1588,0.783523882,0.000825047
807.018,90.1585,0.784333418,0.000820997
808.02,90.1581,0.785143167,0.000816295
809.022,90.158,0.785948199,0.000811541
810.018,90.1578,0.786744243,0.000807315
811.02,90.1573,0.787541861,0.000804067
812.022,90.1567,0.788335209,0.000799762
813.018,90.1562,0.789120084,0.000795986
814.02,90.1562,0.789906199,0.000792471
815.022,90.1559,0.790687921,0.000788043
816.018,90.1558,0.791460378,0.000783393
817.02,90.1553,0.792233606,0.000779479
818.022,90.1551,0.793002836,0.000775449
819.018,90.1551,0.793763717,0.000771653
820.02,90.1549,0.794525125,0.000767564
821.022,90.1542,0.795282399,0.000763397
822.018,90.1538,0.796032001,0.000760214
823.02,90.1538,0.796782579,0.000756647
824.022,90.1532,0.797529191,0.000752649
825.018,90.1529,0.798267481,0.000748742
826.02,90.1526,0.799006996,0.000745494
827.022,90.1523,0.799742941,0.000741894
828.018,90.1522,0.800470414,0.000737772
829.02,90.152,0.801198789,0.000734264
830.022,90.1517,0.80192312,0.000730188
831.018,90.1512,0.802639282,0.000726301
832.02,90.1511,0.803357008,0.000723529
833.022,90.1509,0.804070535,0.000719296
834.018,90.1504,0.804776041,0.000715494
835.02,90.1499,0.805482749,0.000712422
836.022,90.15,0.806186288,0.000709226
837.018,90.1494,0.806882006,0.000705568
838.02,90.1494,0.807578505,0.000702131
839.022,90.1489,0.808270742,0.000697833
840.018,90.1487,0.808955322,0.000694272
841.02,90.1486,0.809640927,0.000691148
842.022,90.1484,0.810323109,0.000687698
843.018,90.1482,0.810998223,0.000684672
844.02,90.1476,0.811674564,0.000681809
845.022,90.1472,0.812347566,0.000678444
846.018,90.1472,0.813013066,0.000674922
847.02,90.1471,0.813679638,0.000671961
848.022,90.1469,0.814342645,0.000668367
849.018,90.1463,0.814998312,0.00066495
850.02,90.1462,0.815654869,0.000661865
851.022,90.146,0.816307712,0.000658122
852.018,90.1454,0.81695428,0.000655722
853.02,90.1454,0.817601559,0.000652513
854.022,90.1451,0.818245863,0.000649513
855.018,90.1445,0.818883235,0.000646395
856.02,90.1442,0.819521127,0.00064305
857.022,90.1438,0.820156361,0.000640369
858.018,90.1438,0.820784703,0.000637239
859.02,90.1437,0.821414095,0.00063448
860.022,90.1434,0.822039708,0.000630671
861.018,90.1433,0.822658373,0.000627423
862.02,90.1429,0.823277814,0.000624449
863.022,90.1426,0.823893465,0.000620629
864.018,90.1425,0.824502589,0.000617747
865.02,90.1423,0.825112385,0.000614727
866.022,90.1418,0.825718238,0.000610751
867.018,90.1418,0.826318081,0.000608335
868.02,90.1415,0.826918655,0.00060543
869.022,90.1414,0.827516431,0.000602609
870.018,90.1412,0.828107413,0.000599349
871.02,90.1412,0.82869939,0.000596763
872.022,90.1408,0.829288271,0.000593642
873.018,90.1403,0.829871017,0.000590997
874.02,90.1399,0.83045467,0.000588371
875.022,90.1399,0.831035476,0.000585502
876.018,90.1395,0.831610186,0.000582847
877.02,90.1394,0.83218607,0.000580539
878.022,90.1392,0.832759237,0.000577801
879.018,90.1391,0.833326161,0.000574951
880.02,90.1389,0.833893554,0.000571979
881.022,90.1387,0.834458246,0.000569258
882.018,90.1386,0.83501682,0.000566482
883.02,90.1384,0.835575354,0.00056305
884.022,90.1381,0.83613142,0.000560561
885.018,90.1378,0.836681782,0.000558155
886.02,90.1374,0.837232332,0.000555001
887.022,90.1374,0.837780049,0.000552145
888.018,90.1371,0.838321813,0.000549434
889.02,90.1371,0.838864337,0.000546911
890.022,90.1368,0.839404176,0.000544203
891.018,90.1367,0.839938221,0.000541606
892.02,90.1366,0.840473014,0.000539117
893.022,90.1369,0.841005464,0.000536755
894.018,90.1362,0.841532129,0.000534121
895.02,90.1356,0.842059608,0.000531744
896.022,90.1356,0.842584636,0.000529272
897.018,90.1355,0.843103743,0.000526457
898.02,90.1352,0.843623065,0.00052352
899.022,90.1351,0.844139712,0.000520824
900.018,90.1347,0.844650944,0.00051847
901.02,90.1342,0.845163027,0.000516224
902.022,90.1344,0.845672596,0.000513688
903.018,90.1339,0.84617616,0.000510693
904.02,90.1341,0.846680428,0.000508346
905.022,90.1334,0.847182308,0.000505937
906.018,90.1336,0.847679028,0.000503753
907.02,90.1332,0.848176417,0.00050141
908.022,90.1328,0.848671452,0.000499038
909.018,90.133,0.849161114,0.000496595
910.02,90.133,0.849651351,0.000494201
911.022,90.1328,0.850139214,0.000491807
912.018,90.1323,0.850621554,0.000489169
913.02,90.1321,0.851104677,0.000487029
914.022,90.1321,0.851585549,0.00048476
915.018,90.1322,0.852061193,0.000482378
916.02,90.1319,0.852537491,0.000480149
917.022,90.1314,0.85301161,0.000477952
918.018,90.1313,0.853480749,0.000475781
919.02,90.1312,0.853950473,0.000473522
920.022,90.1309,0.854417872,0.000471178
921.018,90.1311,0.85488025,0.000468925
922.02,90.1315,0.855343317,0.000466811
923.022,90.1328,0.855805106,0.000465522
924.018,90.1341,0.856285154,0.000486844
925.02,90.1351,0.856789027,0.000507947
926.022,90.1349,0.857288955,0.000503969
927.018,90.1342,0.857782176,0.000500204
928.02,90.1337,0.8582744,0.000496203
929.022,90.1333,0.858759791,0.000489316
930.018,90.133,0.859233383,0.000480297
931.02,90.1324,0.859702794,0.000473206
932.022,90.1319,0.860166739,0.000467696
933.018,90.131,0.860621776,0.000461479
934.02,90.1309,0.861074389,0.000456272
935.022,90.1307,0.861522748,0.000451983
936.018,90.1306,0.861963898,0.000447397
937.02,90.1299,0.862404687,0.000444352
938.022,90.1294,0.862843227,0.000442086
939.018,90.1295,0.863276048,0.000438949
940.02,90.1291,0.863708084,0.000435528
941.022,90.1286,0.864137645,0.000433034
942.018,90.1287,0.864562511,0.000430881
943.02,90.1288,0.864987881,0.000428809
944.022,90.1283,0.865411248,0.00042679
945.018,90.1282,0.865829839,0.000424517
946.02,90.128,0.86624838,0.000421924
947.022,90.1278,0.866665125,0.000420115
948.018,90.1276,0.867077071,0.000417778
949.02,90.1272,0.867489711,0.000415976
950.022,90.1274,0.867900515,0.000414126
951.018,90.1269,0.868306995,0.000412234
952.02,90.1268,0.868714174,0.000410471
953.022,90.1263,0.869119549,0.000408652
954.018,90.1267,0.869520713,0.000406844
955.02,90.1268,0.86992247,0.000405005
956.022,90.1267,0.870322383,0.000403146
957.018,90.126,0.870718101,0.000401321
958.02,90.126,0.871114345,0.000399448
959.022,90.1261,0.871508823,0.000397667
960.018,90.1257,0.87189913,0.000395833
961.02,90.1258,0.872289906,0.000393935
962.022,90.1251,0.872678802,0.000392041
963.018,90.1257,0.873063548,0.000390192
964.02,90.1255,0.873448817,0.000388384
965.022,90.1249,0.873832273,0.000386557
966.018,90.1249,0.874211733,0.000384832
967.02,90.1248,0.874591726,0.000383065
968.022,90.1243,0.87496996,0.000381292
969.018,90.1246,0.875344172,0.00037951
970.02,90.1243,0.875718855,0.000377712
971.022,90.1241,0.876091797,0.000375958
972.018,90.1239,0.876460748,0.000374174
973.02,90.1241,0.876830234,0.000372473
974.022,90.1238,0.877198012,0.000370752
975.018,90.1237,0.877561892,0.000369031
976.02,90.1234,0.877926235,0.000367289
977.022,90.1233,0.878288866,0.000365563
978.018,90.1232,0.878647673,0.000363887
979.02,90.1232,0.879006937,0.000362168
980.022,90.1227,0.879364534,0.000360488
981.018,90.1229,0.879718315,0.00035879
982.02,90.1228,0.880072476,0.000357024
983.022,90.1229,0.880425004,0.000355378
984.018,90.1223,0.880773771,0.000353705
985.02,90.1222,0.881122985,0.000352038
986.022,90.1222,0.881470552,0.000350377
987.018,90.1222,0.881814427,0.000348743
988.02,90.122,0.882158747,0.000347104
989.022,90.1215,0.882501512,0.000345536
990.018,90.122,0.882840686,0.000343976
991.02,90.1216,0.883180372,0.000342432
992.022,90.1216,0.883518551,0.000340914
993.018,90.1212,0.883853148,0.000339334
994.02,90.1213,0.884188241,0.000337801
995.022,90.1213,0.88452185,0.000336307
996.018,90.1212,0.884851959,0.000334782
997.02,90.1211,0.88518256,0.000333274
998.022,90.1209,0.885511737,0.000331838
999.018,90.1208,0.885837436,0.00033031
1000.02,90.121,0.886163609,0.00032881
1001.022,90.1207,0.88648831,0.000327325
1002.018,90.1206,0.886809558,0.000325796
1003.02,90.1203,0.88713125,0.000324293
1004.022,90.1204,0.887451479,0.000322818
1005.018,90.1204,0.887768288,0.000321295
1006.02,90.1205,0.888085509,0.000319786
1007.022,90.1203,0.888401337,0.000318381
1008.018,90.1196,0.888713858,0.000316945
1009.02,90.1196,0.889026821,0.000315494
1010.022,90.1196,0.889338343,0.00031404
1011.018,90.1196,0.889646552,0.000312572
1012.02,90.1196,0.889955212,0.000311155
1013.022,90.1197,0.890262515,0.000309788
1014.018,90.1194,0.890566536,0.000308325
1015.02,90.1195,0.890870994,0.00030692
1016.022,90.1195,0.891174075,0.000305531
1017.018,90.1193,0.891473956,0.000304126
1018.02,90.1191,0.891774275,0.000302747
1019.022,90.1192,0.89207328,0.000301422
1020.018,90.1191,0.892369075,0.000299983
1021.02,90.1192,0.892665255,0.000298575
1022.022,90.1188,0.892960093,0.000297221
1023.018,90.1189,0.893251808,0.000295845
1024.02,90.1186,0.893543964,0.000294518
1025.022,90.1184,0.893834798,0.000293185
1026.018,90.1188,0.894122595,0.000291872
1027.02,90.1188,0.894410736,0.000290471
1028.022,90.1185,0.894697638,0.000289222
1029.018,90.1182,0.894981585,0.000287967
1030.02,90.1182,0.895265971,0.000286685
1031.022,90.1182,0.895549097,0.000285415
1032.018,90.1178,0.895829237,0.000284107
1033.02,90.118,0.896109803,0.000282834
1034.022,90.1184,0.896389077,0.000281531
1035.018,90.1177,0.896665455,0.000280291
1036.02,90.1177,0.896942298,0.000279081
1037.022,90.1176,0.897217862,0.000277792
1038.018,90.1178,0.89749055,0.000276549
1039.02,90.1175,0.897763615,0.000275272
1040.022,90.1173,0.898035461,0.000274044
1041.018,90.1173,0.898304447,0.000272794
1042.02,90.1171,0.898573908,0.00027164
1043.022,90.117,0.898842197,0.000270458
1044.018,90.1167,0.899107694,0.000269256
1045.02,90.1167,0.899373631,0.000268087
1046.022,90.1168,0.899638401,0.000266911
1047.018,90.1168,0.8999004,0.000265708
1048.02,90.1164,0.900162825,0.000264546
1049.022,90.1169,0.900424077,0.000263364
1050.018,90.1159,0.900682531,0.000262114
1051.02,90.1161,0.900941439,0.000261001
1052.022,90.1162,0.901199172,0.000259817
1053.018,90.1163,0.901454178,0.000258616
1054.02,90.1162,0.901709613,0.0002575
1055.022,90.1157,0.901963974,0.000256417
1056.018,90.1158,0.902215717,0.000255307
1057.02,90.1158,0.902467814,0.000254135
1058.022,90.1156,0.902718814,0.00025303
1059.018,90.1154,0.902967255,0.000251959
1060.02,90.1153,0.903216152,0.000250909
1061.022,90.1152,0.903463939,0.00024979
1062.018,90.1152,0.903709145,0.000248678
1063.02,90.115,0.903954766,0.000247607
1064.022,90.1152,0.904199349,0.00024656
1065.018,90.1148,0.904441406,0.000245484
1066.02,90.1146,0.904683869,0.000244423
1067.022,90.1149,0.904925303,0.000243386
1068.018,90.1147,0.905164229,0.000242308
1069.02,90.1146,0.905403613,0.00024132
1070.022,90.1146,0.905641885,0.000240199
1071.018,90.1143,0.905877727,0.000239181
1072.02,90.1143,0.906113986,0.000238169
1073.022,90.1141,0.906349237,0.000237153
1074.018,90.114,0.906582122,0.000236182
1075.02,90.1138,0.906815411,0.000235175
1076.022,90.1139,0.907047688,0.000234155
1077.018,90.1137,0.907277613,0.00023318
1078.02,90.1135,0.907507917,0.000232166
1079.022,90.1133,0.907737267,0.000231204
1080.018,90.113,0.907964218,0.000230164
1081.02,90.1133,0.908191638,0.00022926
1082.022,90.1131,0.908418051,0.000228243
1083.018,90.1132,0.908642134,0.000227255
1084.02,90.1134,0.908866618,0.000226299
1085.022,90.1133,0.909090114,0.000225303
1086.018,90.1132,0.909311303,0.000224321
1087.02,90.113,0.909532933,0.000223422
1088.022,90.1131,0.909753695,0.000222547
1089.018,90.113,0.909972115,0.000221513
1090.02,90.1128,0.91019088,0.000220533
1091.022,90.1125,0.91040867,0.000219551
1092.018,90.1124,0.910624255,0.000218638
1093.02,90.112,0.91084021,0.0002177
1094.022,90.1125,0.911055256,0.000216785
1095.018,90.1124,0.911268048,0.000215804
1096.02,90.1124,0.91148122,0.000214895
1097.022,90.112,0.911693501,0.000213997
1098.018,90.112,0.9119037,0.000213175
1099.02,90.1119,0.912114235,0.000212238
1100.022,90.1113,0.912323888,0.000211347
1101.018,90.1118,0.912531479,0.000210531
1102.02,90.112,0.912739426,0.000209628
1103.022,90.1119,0.912946507,0.000208755
1104.018,90.1116,0.913151473,0.000207868
1105.02,90.1113,0.913356783,0.000206969
1106.022,90.1115,0.913561231,0.000206101
1107.018,90.1115,0.91376358,0.000205214
1108.02,90.1111,0.913966253,0.000204312
1109.022,90.1116,0.914168048,0.000203427
1110.018,90.1114,0.914367774,0.000202553
1111.02,90.1112,0.914567898,0.000201743
1112.022,90.1113,0.914767126,0.000200839
1113.018,90.1113,0.914964318,0.000199984
1114.02,90.1113,0.915161855,0.000199134
1115.022,90.1114,0.915358607,0.000198342
1116.018,90.1111,0.915553344,0.000197494
1117.02,90.1111,0.915748432,0.000196665
1118.022,90.1108,0.915942706,0.000195845
1119.018,90.1106,0.916134959,0.000194975
1120.02,90.1106,0.916327513,0.000194111
1121.022,90.1108,0.916519283,0.00019332
1122.018,90.1108,0.916709115,0.000192519
1123.02,90.1107,0.916899324,0.000191747
1124.022,90.1111,0.917088716,0.000190923
1125.018,90.1106,0.917276208,0.000190147
1126.02,90.1106,0.917464013,0.000189323
1127.022,90.11,0.917651019,0.000188518
1128.018,90.1105,0.917836157,0.000187759
1129.02,90.1108,0.918021586,0.000186928
1130.022,90.1107,0.918206203,0.000186109
1131.018,90.1105,0.918388958,0.000185343
1132.02,90.1103,0.918572036,0.000184558
1133.022,90.1105,0.918754301,0.000183739
1134.018,90.11,0.918934675,0.000182927
1135.02,90.1103,0.919115389,0.000182175
1136.022,90.1104,0.919295277,0.000181343
1137.018,90.1103,0.919473319,0.000180562
1138.02,90.11,0.919651702,0.000179825
1139.022,90.1103,0.919829357,0.000179091
1140.018,90.11,0.920005185,0.000178318
1141.02,90.1101,0.920181318,0.000177557
1142.022,90.1099,0.920356695,0.000176795
1143.018,90.11,0.920530304,0.000176067
1144.02,90.1096,0.920704229,0.000175331
1145.022,90.11,0.920877414,0.000174585
1146.018,90.1099,0.921048809,0.000173822
1147.02,90.1099,0.921220511,0.00017309
1148.022,90.1092,0.921391552,0.000172425
1149.018,90.1099,0.921560778,0.000171621
1150.02,90.1096,0.921730293,0.000170886
1151.022,90.1096,0.921899172,0.000170244
1152.018,90.1096,0.922066347,0.000169542
1153.02,90.1096,0.922233859,0.000168866
1154.022,90.1096,0.922400621,0.00016811
1155.018,90.1098,0.9225657,0.000167416
1156.02,90.1096,0.922731039,0.000166676
1157.022,90.1096,0.9228957,0.000165992
1158.018,90.1093,0.923058684,0.000165292
1159.02,90.1091,0.923221994,0.00016463
1160.022,90.1089,0.923384641,0.000163962
1161.018,90.109,0.923545634,0.000163272
1162.02,90.1087,0.923706879,0.000162549
1163.022,90.1088,0.923867455,0.000161874
1164.018,90.1087,0.924026462,0.000161258
1165.02,90.1087,0.924185804,0.00016063
1166.022,90.1085,0.924344443,0.000159922
1167.018,90.1084,0.924501507,0.000159288
1168.02,90.1085,0.924658902,0.000158667
1169.022,90.1085,0.924815653,0.000158019
1170.018,90.1085,0.924970808,0.000157351
1171.02,90.1083,0.925126199,0.000156648
1172.022,90.1087,0.925280909,0.000155961
1173.018,90.1086,0.925434034,0.000155292
1174.02,90.1084,0.925587441,0.000154647
1175.022,90.1082,0.925740208,0.000154002
1176.018,90.1082,0.925891443,0.000153377
1177.02,90.1084,0.926042965,0.000152746
1178.022,90.1082,0.926193871,0.000152126
1179.018,90.108,0.926343231,0.000151475
1180.02,90.1082,0.926492895,0.000150875
1181.022,90.1081,0.926641927,0.000150237
1182.018,90.1077,0.926789479,0.000149641
1183.02,90.1078,0.926937322,0.000149039
1184.022,90.1076,0.92708452,0.000148388
1185.018,90.1076,0.927230256,0.000147799
1186.02,90.1079,0.927376325,0.00014725
1187.022,90.1078,0.92752179,0.000146641
1188.018,90.1079,0.927665816,0.000146066
1189.02,90.1077,0.927810061,0.000145411
1190.022,90.1077,0.92795374,0.000144841
1191.018,90.1076,0.928095915,0.000144187
1192.02,90.1074,0.928238321,0.000143558
1193.022,90.1075,0.928380138,0.000142964
1194.018,90.1073,0.928520502,0.000142352
1195.02,90.1078,0.928661104,0.000141739
1196.022,90.1073,0.928801102,0.00014113
1197.018,90.1074,0.928939695,0.000140555
1198.02,90.1072,0.929078516,0.000139943
1199.022,90.1073,0.92921675,0.000139352
1200.018,90.1073,0.929353575,0.000138762
1201.02,90.1074,0.929490631,0.000138163
1202.022,90.1074,0.929627132,0.000137605
1203.018,90.1072,0.929762305,0.000137086
1204.02,90.1072,0.929897671,0.000136461
1205.022,90.1071,0.930032439,0.000135857
1206.018,90.107,0.930165825,0.000135275
1207.02,90.1069,0.930299473,0.000134728
1208.022,90.1073,0.930432555,0.000134158
1209.018,90.1073,0.930564274,0.000133584
1210.02,90.1069,0.930696208,0.000133001
1211.022,90.107,0.930827644,0.000132499
1212.018,90.1071,0.930957749,0.000131947
1213.02,90.1066,0.931088142,0.000131448
1214.022,90.1065,0.931218023,0.000130931
1215.018,90.1068,0.931346636,0.000130434
1216.02,90.1068,0.931475501,0.000129906
1217.022,90.1071,0.931603876,0.000129414
1218.018,90.1073,0.931730969,0.000128891
1219.02,90.1075,0.931858264,0.000128325
1220.022,90.1068,0.931984968,0.000127728
1221.018,90.1071,0.932110492,0.000127301
1222.02,90.1064,0.932236223,0.000126748
